Policyid,policyeffyr,month,underwriter,premium,coverage,irpm,loss ratio,sales manager,state,reason1,reason2,action selected
8670,2014,Oct,Abena,32842,auto,1.71,81%,Ayikple,FL,loss ratio>40%,has irpm,add debit
8671,2012,Oct,David,18853,building,0.61,90%,Ayikple,IL,loss ratio>40%,has irpm,no action
8672,2015,May,Ekow,14170,building,1.2,57%,Odeneho,IL,loss ratio>40%,has irpm,no action
8673,2014,Oct,Kwasi,25564,contents,0.86,19%,Odeneho,MD,,has irpm,add credit
8674,2010,Apr,Kwabena,42018,products,0.64,59%,Ayikple,GA,loss ratio>40%,has irpm,no action
8675,2013,Sep,Emefa,36049,home,1.11,55%,Odeneho,KY,loss ratio>40%,has irpm,no action
8676,2013,Aug,Abbie,36998,products,0.99,10%,Ayikple,IL,,has irpm,add credit
8677,2010,Feb,Aseda,36449,contents,1.73,92%,Dedu,VA,loss ratio>40%,has irpm,add debit
8678,2010,Nov,Bella,16004,products,1.89,25%,Dedu,NJ,,has irpm,add credit
8679,2011,Jul,Janice,3784,building,1.31,84%,Dedu,NY,loss ratio>40%,has irpm,add debit
8680,2014,Apr,Francis,12999,home,1.26,29%,Ayikple,MN,,has irpm,add credit
8681,2011,Jan,Priscilla,11119,building,1.3,10%,Odeneho,IL,,has irpm,add credit
8682,2010,Jul,Franca,7480,auto,0.91,6%,Dedu,WI,,has irpm,add credit
8683,2014,Nov,Alex,46073,building,0.88,39%,Dedu,TN,,has irpm,add credit
8684,2010,Jun,Ama,23407,contents,1.51,30%,Ayikple,VA,,has irpm,add credit
8685,2011,May,Adjoa,15784,auto,1.04,58%,Ayikple,WI,loss ratio>40%,has irpm,no action
8686,2015,Jun,Ben,34488,products,1.4,41%,Dedu,MD,loss ratio>40%,has irpm,no action
8687,2014,Feb,Dan,6697,contents,0.99,12%,Odeneho,MN,,has irpm,add credit
8688,2012,Feb,Mina,11258,products,1.62,30%,Ayikple,IL,,has irpm,add credit
8689,2014,Aug,Abena,18850,building,0.53,20%,Odeneho,PA,,has irpm,add credit
8690,2015,Dec,David,6489,building,1.07,2%,Dedu,PA,,has irpm,add credit
8691,2014,May,Ekow,37466,products,0.59,95%,Ayikple,NY,loss ratio>40%,has irpm,no action
8692,2011,May,Kwasi,47235,contents,1.69,71%,Ayikple,MN,loss ratio>40%,has irpm,add debit
8693,2012,Feb,Kwabena,8034,products,1.63,8%,Ayikple,WI,,has irpm,add credit
8694,2011,Nov,Emefa,38254,building,1.19,12%,Dedu,PA,,has irpm,add credit
8695,2013,Sep,Abbie,30225,contents,1.4,83%,Dedu,TN,loss ratio>40%,has irpm,add debit
8696,2015,Sep,Aseda,6137,contents,1.84,89%,Odeneho,SC,loss ratio>40%,has irpm,add debit
8697,2010,May,Bella,7076,home,0.69,49%,Odeneho,TX,loss ratio>40%,has irpm,no action
8698,2014,Apr,Janice,2176,auto,1.08,58%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8699,2013,Jun,Francis,20574,auto,1.58,5%,Ayikple,VA,,has irpm,add credit
8700,2010,Mar,Priscilla,23030,contents,1.79,54%,Dedu,NY,loss ratio>40%,has irpm,no action
8701,2010,Jul,Franca,37823,auto,1.31,97%,Dedu,NJ,loss ratio>40%,has irpm,add debit
8702,2010,Jun,Alex,44540,auto,0.8,8%,Odeneho,IL,,has irpm,add credit
8703,2010,Dec,Ama,2796,contents,1.41,59%,Ayikple,GA,loss ratio>40%,has irpm,no action
8704,2012,Aug,Adjoa,49275,home,1.97,58%,Dedu,FL,loss ratio>40%,has irpm,no action
8705,2014,Jan,Ben,6401,home,1.8,78%,Odeneho,MD,loss ratio>40%,has irpm,add debit
8706,2015,Jan,Dan,36383,products,1.45,84%,Dedu,NJ,loss ratio>40%,has irpm,add debit
8707,2012,Jan,Mina,22183,products,0.85,36%,Dedu,SC,,has irpm,add credit
8708,2012,Dec,Abena,46309,home,1.94,39%,Dedu,NC,,has irpm,add credit
8709,2015,May,David,5890,auto,1.68,3%,Odeneho,MN,,has irpm,add credit
8710,2010,Dec,Ekow,6126,auto,0.57,90%,Ayikple,WI,loss ratio>40%,has irpm,no action
8711,2010,Dec,Kwasi,3888,building,1.96,66%,Odeneho,TN,loss ratio>40%,has irpm,no action
8712,2012,Sep,Kwabena,10061,products,0.92,15%,Dedu,NJ,,has irpm,add credit
8713,2013,Aug,Emefa,34258,products,1.71,12%,Odeneho,IL,,has irpm,add credit
8714,2011,Aug,Abbie,27685,auto,0.62,39%,Odeneho,MD,,has irpm,add credit
8715,2014,May,Aseda,20486,auto,0.6,42%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8716,2012,Sep,Bella,39446,building,0.78,7%,Odeneho,PA,,has irpm,add credit
8717,2013,Jun,Janice,18124,home,1.78,95%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8718,2012,Apr,Francis,45300,auto,1.91,18%,Dedu,VA,,has irpm,add credit
8719,2012,Feb,Priscilla,46642,building,0.65,15%,Ayikple,WI,,has irpm,add credit
8720,2010,Nov,Franca,37547,contents,1.22,24%,Dedu,TN,,has irpm,add credit
8721,2014,Nov,Alex,3383,products,1.05,45%,Dedu,NC,loss ratio>40%,has irpm,no action
8722,2011,May,Ama,48493,products,0.79,70%,Odeneho,KY,loss ratio>40%,has irpm,no action
8723,2013,Apr,Adjoa,36692,building,0.65,6%,Odeneho,NY,,has irpm,add credit
8724,2010,Jun,Ben,10512,contents,0.68,54%,Odeneho,SC,loss ratio>40%,has irpm,no action
8725,2011,Mar,Dan,32586,home,1.11,22%,Dedu,NC,,has irpm,add credit
8726,2014,May,Mina,3405,home,1.24,35%,Odeneho,IL,,has irpm,add credit
8727,2010,Nov,Abena,26877,contents,1.54,52%,Dedu,NC,loss ratio>40%,has irpm,no action
8728,2014,Apr,David,44270,products,1.22,16%,Odeneho,TX,,has irpm,add credit
8729,2011,Sep,Ekow,33157,products,0.59,44%,Odeneho,TN,loss ratio>40%,has irpm,no action
8730,2010,Feb,Kwasi,20910,products,1.28,32%,Odeneho,MD,,has irpm,add credit
8731,2015,Dec,Kwabena,45313,building,0.83,26%,Ayikple,TN,,has irpm,add credit
8732,2010,Jul,Emefa,23363,auto,1.7,11%,Odeneho,KY,,has irpm,add credit
8733,2015,Jan,Abbie,8291,contents,1.48,2%,Odeneho,MD,,has irpm,add credit
8734,2013,Aug,Aseda,5007,contents,1.6,81%,Ayikple,TX,loss ratio>40%,has irpm,add debit
8735,2012,Apr,Bella,17854,building,0.83,91%,Odeneho,TX,loss ratio>40%,has irpm,no action
8736,2015,Nov,Janice,12355,auto,1.95,31%,Odeneho,MN,,has irpm,add credit
8737,2010,Nov,Francis,2480,auto,1.87,18%,Dedu,NC,,has irpm,add credit
8738,2012,Nov,Priscilla,44756,products,1.04,62%,Dedu,NJ,loss ratio>40%,has irpm,no action
8739,2015,Oct,Franca,25144,products,1.67,58%,Ayikple,WI,loss ratio>40%,has irpm,no action
8740,2012,Apr,Alex,10128,contents,0.79,95%,Ayikple,IL,loss ratio>40%,has irpm,no action
8741,2010,Nov,Ama,37175,building,1.4,55%,Dedu,TN,loss ratio>40%,has irpm,no action
8742,2013,Dec,Adjoa,39266,products,1.07,44%,Dedu,IL,loss ratio>40%,has irpm,no action
8743,2012,Aug,Ben,39982,building,1.15,46%,Dedu,NJ,loss ratio>40%,has irpm,no action
8744,2011,Jul,Dan,43140,building,1.53,64%,Dedu,SC,loss ratio>40%,has irpm,no action
8745,2012,Jun,Mina,39137,auto,0.95,2%,Odeneho,MD,,has irpm,add credit
8746,2011,Feb,Abena,11737,products,1.39,43%,Ayikple,VA,loss ratio>40%,has irpm,no action
8747,2013,Jul,David,5308,auto,1.07,56%,Ayikple,MD,loss ratio>40%,has irpm,no action
8748,2015,Feb,Ekow,31830,home,1.7,80%,Ayikple,FL,loss ratio>40%,has irpm,add debit
8749,2012,Jul,Kwasi,26951,products,0.86,3%,Odeneho,NC,,has irpm,add credit
8750,2010,May,Kwabena,31545,building,1.74,74%,Odeneho,MN,loss ratio>40%,has irpm,add debit
8751,2014,Sep,Emefa,47387,home,1.69,23%,Odeneho,IL,,has irpm,add credit
8752,2013,Nov,Abbie,13539,contents,0.54,13%,Odeneho,SC,,has irpm,add credit
8753,2011,Aug,Aseda,36027,contents,1.33,37%,Ayikple,FL,,has irpm,add credit
8754,2013,Sep,Bella,13515,home,1.13,3%,Odeneho,NJ,,has irpm,add credit
8755,2012,Feb,Janice,8392,auto,0.62,86%,Ayikple,GA,loss ratio>40%,has irpm,no action
8756,2011,Feb,Francis,17100,home,1.4,99%,Odeneho,TN,loss ratio>40%,has irpm,add debit
8757,2014,Nov,Priscilla,29349,auto,1.97,9%,Ayikple,SC,,has irpm,add credit
8758,2015,Oct,Franca,48789,home,1.59,47%,Odeneho,FL,loss ratio>40%,has irpm,no action
8759,2011,Mar,Alex,38118,products,1.47,74%,Dedu,WI,loss ratio>40%,has irpm,add debit
8760,2014,Nov,Ama,30900,building,0.63,55%,Ayikple,TN,loss ratio>40%,has irpm,no action
8761,2015,Feb,Adjoa,22551,contents,1.54,64%,Odeneho,NY,loss ratio>40%,has irpm,no action
8762,2013,Oct,Ben,38588,products,1.71,38%,Ayikple,SC,,has irpm,add credit
8763,2015,Feb,Dan,19954,building,0.81,4%,Odeneho,FL,,has irpm,add credit
8764,2015,Nov,Mina,25779,products,0.8,90%,Dedu,WI,loss ratio>40%,has irpm,no action
8765,2010,Nov,Abena,32961,contents,1.63,96%,Dedu,MN,loss ratio>40%,has irpm,add debit
8766,2012,Sep,David,22562,products,0.59,20%,Odeneho,NC,,has irpm,add credit
8767,2013,Nov,Ekow,21731,home,1.83,41%,Odeneho,IL,loss ratio>40%,has irpm,no action
8768,2010,Jan,Kwasi,5965,building,1.95,82%,Odeneho,NJ,loss ratio>40%,has irpm,add debit
8769,2012,Sep,Kwabena,15069,contents,1.81,100%,Dedu,MN,loss ratio>40%,has irpm,add debit
8770,2014,May,Emefa,32060,contents,0.92,60%,Dedu,TN,loss ratio>40%,has irpm,no action
8771,2010,Jul,Abbie,10186,contents,1.69,28%,Dedu,NJ,,has irpm,add credit
8772,2015,Apr,Aseda,19504,home,1.01,15%,Dedu,NC,,has irpm,add credit
8773,2010,Nov,Bella,25910,auto,1.37,9%,Dedu,VA,,has irpm,add credit
8774,2013,Sep,Janice,18421,building,1.16,26%,Ayikple,GA,,has irpm,add credit
8775,2014,Oct,Francis,10790,building,0.87,23%,Ayikple,VA,,has irpm,add credit
8776,2015,Jun,Priscilla,21395,building,1.34,69%,Ayikple,FL,loss ratio>40%,has irpm,no action
8777,2010,Mar,Franca,6516,contents,1.02,0%,Odeneho,GA,,has irpm,add credit
8778,2011,Jul,Alex,22571,products,0.99,73%,Ayikple,WI,loss ratio>40%,has irpm,no action
8779,2015,Jul,Ama,23275,home,1.15,47%,Dedu,IL,loss ratio>40%,has irpm,no action
8780,2011,Aug,Adjoa,1971,products,0.84,50%,Odeneho,IL,loss ratio>40%,has irpm,no action
8781,2013,Jan,Ben,12757,building,0.93,93%,Odeneho,KY,loss ratio>40%,has irpm,no action
8782,2011,Jun,Dan,23569,building,1.85,18%,Ayikple,KY,,has irpm,add credit
8783,2014,Jul,Mina,36000,home,1.13,12%,Ayikple,FL,,has irpm,add credit
8784,2012,Jan,Abena,6262,building,1.48,84%,Odeneho,WI,loss ratio>40%,has irpm,add debit
8785,2010,Jan,David,29723,home,1.69,62%,Odeneho,NC,loss ratio>40%,has irpm,no action
8786,2011,Oct,Ekow,45245,building,1.12,88%,Ayikple,MD,loss ratio>40%,has irpm,add debit
8787,2012,Dec,Kwasi,14537,products,0.52,17%,Dedu,MN,,has irpm,add credit
8788,2015,Jan,Kwabena,37026,auto,1.22,56%,Dedu,NC,loss ratio>40%,has irpm,no action
8789,2013,Feb,Emefa,46053,products,0.54,97%,Dedu,PA,loss ratio>40%,has irpm,no action
8790,2010,Aug,Abbie,22922,building,1.4,51%,Ayikple,TN,loss ratio>40%,has irpm,no action
8791,2010,Jun,Aseda,27118,products,1.56,27%,Ayikple,NY,,has irpm,add credit
8792,2014,Jul,Bella,38682,auto,1.43,64%,Odeneho,IL,loss ratio>40%,has irpm,no action
8793,2011,Feb,Janice,30993,products,0.5,3%,Dedu,SC,,has irpm,add credit
8794,2012,Dec,Francis,49805,building,0.95,4%,Dedu,IL,,has irpm,add credit
8795,2011,Mar,Priscilla,46894,contents,1.22,66%,Odeneho,NY,loss ratio>40%,has irpm,no action
8796,2010,Sep,Franca,47514,auto,0.99,82%,Ayikple,VA,loss ratio>40%,has irpm,no action
8797,2014,Oct,Alex,22555,building,0.61,87%,Dedu,NJ,loss ratio>40%,has irpm,no action
8798,2015,Dec,Ama,43285,home,1.85,93%,Odeneho,MN,loss ratio>40%,has irpm,add debit
8799,2013,Sep,Adjoa,9918,contents,0.96,28%,Dedu,WI,,has irpm,add credit
8800,2012,Sep,Ben,20730,products,0.71,98%,Ayikple,NY,loss ratio>40%,has irpm,no action
8801,2010,Nov,Dan,34803,auto,1.29,90%,Odeneho,IL,loss ratio>40%,has irpm,add debit
8802,2011,Mar,Mina,22477,building,1.32,34%,Odeneho,NY,,has irpm,add credit
8803,2013,Jun,Abena,8336,building,1.47,45%,Odeneho,NY,loss ratio>40%,has irpm,no action
8804,2015,Nov,David,8230,contents,1.22,51%,Ayikple,VA,loss ratio>40%,has irpm,no action
8805,2015,Aug,Ekow,10718,home,0.91,76%,Ayikple,IL,loss ratio>40%,has irpm,no action
8806,2011,Dec,Kwasi,29640,contents,1.59,17%,Dedu,FL,,has irpm,add credit
8807,2012,Feb,Kwabena,31903,auto,1.89,7%,Odeneho,IL,,has irpm,add credit
8808,2012,May,Emefa,30771,products,1.26,76%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8809,2011,Apr,Abbie,15369,building,1.5,29%,Dedu,NC,,has irpm,add credit
8810,2015,Jan,Aseda,37598,products,1.3,35%,Ayikple,NC,,has irpm,add credit
8811,2011,Sep,Bella,35140,auto,1.62,23%,Dedu,NJ,,has irpm,add credit
8812,2013,Mar,Janice,36391,products,1.73,19%,Dedu,NY,,has irpm,add credit
8813,2011,Dec,Francis,31375,products,1.91,79%,Odeneho,NC,loss ratio>40%,has irpm,add debit
8814,2010,Aug,Priscilla,14519,home,1.94,44%,Ayikple,GA,loss ratio>40%,has irpm,no action
8815,2011,Jun,Franca,36016,building,0.92,69%,Dedu,MD,loss ratio>40%,has irpm,no action
8816,2015,Jul,Alex,10169,auto,0.7,77%,Dedu,NY,loss ratio>40%,has irpm,no action
8817,2015,Jul,Ama,14240,products,1.45,15%,Odeneho,NC,,has irpm,add credit
8818,2012,Aug,Adjoa,9068,building,1.99,8%,Dedu,MD,,has irpm,add credit
8819,2015,Apr,Ben,15655,home,0.82,66%,Odeneho,TN,loss ratio>40%,has irpm,no action
8820,2014,Jun,Dan,24831,contents,0.56,81%,Dedu,MN,loss ratio>40%,has irpm,no action
8821,2012,Jul,Mina,1847,building,1.56,49%,Odeneho,SC,loss ratio>40%,has irpm,no action
8822,2013,Jul,Abena,29276,contents,0.73,2%,Ayikple,TN,,has irpm,add credit
8823,2014,May,David,20588,building,1.64,47%,Odeneho,MD,loss ratio>40%,has irpm,no action
8824,2015,Feb,Ekow,22624,contents,1.81,94%,Dedu,SC,loss ratio>40%,has irpm,add debit
8825,2014,May,Kwasi,45842,products,1.38,18%,Dedu,NC,,has irpm,add credit
8826,2014,Aug,Kwabena,7764,home,1.58,52%,Dedu,WI,loss ratio>40%,has irpm,no action
8827,2012,Sep,Emefa,10003,building,1.05,81%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8828,2013,Mar,Abbie,46381,building,1.45,41%,Dedu,MD,loss ratio>40%,has irpm,no action
8829,2012,Apr,Aseda,28161,products,1.74,60%,Ayikple,MN,loss ratio>40%,has irpm,no action
8830,2013,Feb,Bella,36996,products,1.46,95%,Odeneho,IL,loss ratio>40%,has irpm,add debit
8831,2013,Jan,Janice,45717,auto,1.65,52%,Dedu,MN,loss ratio>40%,has irpm,no action
8832,2011,Apr,Francis,47146,auto,0.53,16%,Odeneho,IL,,has irpm,add credit
8833,2014,Feb,Priscilla,19332,auto,0.85,12%,Dedu,MD,,has irpm,add credit
8834,2010,Jul,Franca,42673,products,0.81,68%,Ayikple,IL,loss ratio>40%,has irpm,no action
8835,2014,Aug,Alex,26467,building,1.64,58%,Dedu,GA,loss ratio>40%,has irpm,no action
8836,2012,Mar,Ama,30845,auto,1.79,72%,Ayikple,SC,loss ratio>40%,has irpm,add debit
8837,2011,Nov,Adjoa,46155,products,1.47,16%,Odeneho,IL,,has irpm,add credit
8838,2013,Jul,Ben,3173,building,0.65,60%,Dedu,FL,loss ratio>40%,has irpm,no action
8839,2014,Nov,Dan,38076,contents,0.5,2%,Odeneho,KY,,has irpm,add credit
8840,2014,Aug,Mina,47892,building,1.81,38%,Odeneho,WI,,has irpm,add credit
8841,2015,Aug,Abena,45573,auto,0.92,46%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8842,2012,Jan,David,25609,building,1.73,79%,Dedu,MN,loss ratio>40%,has irpm,add debit
8843,2011,Mar,Ekow,18889,products,0.6,77%,Odeneho,PA,loss ratio>40%,has irpm,no action
8844,2015,Apr,Kwasi,19061,contents,1.87,89%,Dedu,IL,loss ratio>40%,has irpm,add debit
8845,2014,Sep,Kwabena,13947,home,0.89,5%,Ayikple,KY,,has irpm,add credit
8846,2014,Apr,Emefa,32842,auto,0.86,14%,Ayikple,TX,,has irpm,add credit
8847,2014,Sep,Abbie,20620,home,1.35,56%,Ayikple,WI,loss ratio>40%,has irpm,no action
8848,2014,May,Aseda,22423,products,0.7,93%,Ayikple,FL,loss ratio>40%,has irpm,no action
8849,2015,Apr,Bella,16661,home,1.44,33%,Ayikple,IL,,has irpm,add credit
8850,2015,Nov,Janice,30562,products,0.5,13%,Ayikple,NJ,,has irpm,add credit
8851,2010,Dec,Francis,44013,building,0.64,95%,Ayikple,NJ,loss ratio>40%,has irpm,no action
8852,2012,May,Priscilla,28376,auto,1.7,55%,Dedu,KY,loss ratio>40%,has irpm,no action
8853,2015,Jun,Franca,24163,contents,0.78,43%,Dedu,MN,loss ratio>40%,has irpm,no action
8854,2014,Feb,Alex,28226,building,1.69,91%,Ayikple,GA,loss ratio>40%,has irpm,add debit
8855,2010,Jun,Ama,15300,products,1.88,68%,Ayikple,KY,loss ratio>40%,has irpm,no action
8856,2012,Oct,Adjoa,9436,auto,1.45,66%,Odeneho,GA,loss ratio>40%,has irpm,no action
8857,2011,Feb,Ben,24811,contents,1.75,92%,Dedu,NC,loss ratio>40%,has irpm,add debit
8858,2015,Feb,Dan,14824,building,1.26,11%,Dedu,NC,,has irpm,add credit
8859,2014,Aug,Mina,39719,auto,1.95,61%,Dedu,TX,loss ratio>40%,has irpm,no action
8860,2012,Dec,Abena,41603,building,0.86,14%,Ayikple,PA,,has irpm,add credit
8861,2015,Sep,David,28840,building,1.68,46%,Dedu,NY,loss ratio>40%,has irpm,no action
8862,2015,Jan,Ekow,6928,building,0.77,9%,Dedu,GA,,has irpm,add credit
8863,2011,May,Kwasi,6155,auto,1.24,37%,Dedu,GA,,has irpm,add credit
8864,2012,Aug,Kwabena,24433,products,0.7,33%,Odeneho,SC,,has irpm,add credit
8865,2012,Jun,Emefa,22561,home,0.62,57%,Ayikple,IL,loss ratio>40%,has irpm,no action
8866,2015,Feb,Abbie,13523,auto,0.71,52%,Dedu,TN,loss ratio>40%,has irpm,no action
8867,2014,Apr,Aseda,17126,contents,1.71,75%,Odeneho,NY,loss ratio>40%,has irpm,add debit
8868,2014,Dec,Bella,34556,products,1.45,18%,Dedu,PA,,has irpm,add credit
8869,2011,May,Janice,18883,home,1.87,80%,Dedu,MN,loss ratio>40%,has irpm,add debit
8870,2013,Oct,Francis,29117,home,1.02,44%,Dedu,NY,loss ratio>40%,has irpm,no action
8871,2010,Oct,Priscilla,32206,home,1.98,73%,Dedu,GA,loss ratio>40%,has irpm,add debit
8872,2011,Feb,Franca,9083,products,1.98,65%,Ayikple,GA,loss ratio>40%,has irpm,no action
8873,2013,Aug,Alex,49177,building,1.41,73%,Ayikple,GA,loss ratio>40%,has irpm,add debit
8874,2013,Apr,Ama,48249,home,1.52,32%,Ayikple,KY,,has irpm,add credit
8875,2014,Mar,Adjoa,37239,auto,0.65,38%,Ayikple,GA,,has irpm,add credit
8876,2010,Mar,Ben,47550,auto,0.72,53%,Odeneho,NC,loss ratio>40%,has irpm,no action
8877,2011,Jun,Dan,45744,auto,0.72,70%,Odeneho,IL,loss ratio>40%,has irpm,no action
8878,2012,Sep,Mina,34686,contents,1.16,36%,Odeneho,VA,,has irpm,add credit
8879,2012,Mar,Abena,40205,home,0.86,43%,Dedu,TX,loss ratio>40%,has irpm,no action
8880,2014,Nov,David,7254,building,0.71,31%,Dedu,GA,,has irpm,add credit
8881,2015,May,Ekow,34287,home,1.11,94%,Dedu,IL,loss ratio>40%,has irpm,add debit
8882,2015,May,Kwasi,10655,contents,1.6,93%,Odeneho,NY,loss ratio>40%,has irpm,add debit
8883,2015,Oct,Kwabena,39473,building,1.57,82%,Dedu,NY,loss ratio>40%,has irpm,add debit
8884,2010,Apr,Emefa,9567,auto,1.94,69%,Ayikple,TX,loss ratio>40%,has irpm,no action
8885,2010,Oct,Abbie,28285,products,1.15,4%,Ayikple,FL,,has irpm,add credit
8886,2015,Mar,Aseda,46244,home,1.15,76%,Dedu,NC,loss ratio>40%,has irpm,add debit
8887,2010,Jan,Bella,35193,building,1.37,64%,Ayikple,GA,loss ratio>40%,has irpm,no action
8888,2013,Apr,Janice,25925,building,1.78,50%,Dedu,GA,loss ratio>40%,has irpm,no action
8889,2013,Sep,Francis,39164,products,1.08,74%,Ayikple,IL,loss ratio>40%,has irpm,add debit
8890,2010,Apr,Priscilla,13753,contents,1.55,41%,Odeneho,NY,loss ratio>40%,has irpm,no action
8891,2010,Jul,Franca,45530,building,1.98,37%,Dedu,WI,,has irpm,add credit
8892,2010,Apr,Alex,22843,home,1.32,90%,Odeneho,SC,loss ratio>40%,has irpm,add debit
8893,2013,Apr,Ama,38115,contents,1.05,78%,Odeneho,GA,loss ratio>40%,has irpm,add debit
8894,2011,Jun,Adjoa,39819,products,1.25,46%,Dedu,IL,loss ratio>40%,has irpm,no action
8895,2010,Apr,Ben,2887,products,1.53,93%,Odeneho,KY,loss ratio>40%,has irpm,add debit
8896,2013,Dec,Dan,8503,contents,0.76,28%,Ayikple,GA,,has irpm,add credit
8897,2013,Jun,Mina,1789,home,0.52,81%,Dedu,NY,loss ratio>40%,has irpm,no action
8898,2015,Nov,Abena,39574,auto,1.12,34%,Dedu,TN,,has irpm,add credit
8899,2013,Dec,David,27810,contents,0.73,52%,Dedu,WI,loss ratio>40%,has irpm,no action
8900,2014,Jul,Ekow,13439,contents,1.62,47%,Odeneho,VA,loss ratio>40%,has irpm,no action
8901,2013,May,Kwasi,25500,products,1.83,45%,Odeneho,NJ,loss ratio>40%,has irpm,no action
8902,2012,Mar,Kwabena,28256,contents,1.81,10%,Ayikple,FL,,has irpm,add credit
8903,2010,Aug,Emefa,23856,home,1.57,70%,Odeneho,FL,loss ratio>40%,has irpm,add debit
8904,2010,Feb,Abbie,21126,building,1.77,8%,Ayikple,MN,,has irpm,add credit
8905,2010,Jun,Aseda,19740,products,1.76,70%,Ayikple,SC,loss ratio>40%,has irpm,no action
8906,2013,Jun,Bella,3670,contents,0.54,66%,Ayikple,TN,loss ratio>40%,has irpm,no action
8907,2013,Apr,Janice,45676,home,1.05,91%,Odeneho,MN,loss ratio>40%,has irpm,add debit
8908,2013,Apr,Francis,47025,building,0.94,57%,Ayikple,MD,loss ratio>40%,has irpm,no action
8909,2015,Dec,Priscilla,33724,home,1.73,68%,Odeneho,NY,loss ratio>40%,has irpm,no action
8910,2014,Apr,Franca,37173,auto,0.94,69%,Ayikple,GA,loss ratio>40%,has irpm,no action
8911,2015,Dec,Alex,25759,home,1.19,57%,Ayikple,NY,loss ratio>40%,has irpm,no action
8912,2014,Jun,Ama,9415,home,1.44,20%,Odeneho,GA,,has irpm,add credit
8913,2015,Jun,Adjoa,4450,contents,0.66,83%,Odeneho,TX,loss ratio>40%,has irpm,no action
8914,2014,May,Ben,49448,building,1.21,58%,Ayikple,WI,loss ratio>40%,has irpm,no action
8915,2014,Sep,Dan,42734,auto,1.86,19%,Ayikple,PA,,has irpm,add credit
8916,2014,Dec,Mina,3782,building,0.52,41%,Ayikple,MD,loss ratio>40%,has irpm,no action
8917,2011,Jan,Abena,3873,auto,0.94,42%,Dedu,WI,loss ratio>40%,has irpm,no action
8918,2011,Nov,David,18643,products,1.03,35%,Dedu,SC,,has irpm,add credit
8919,2011,Mar,Ekow,37433,products,1.14,35%,Ayikple,VA,,has irpm,add credit
8920,2014,Jul,Kwasi,3012,building,1.92,1%,Odeneho,NJ,,has irpm,add credit
8921,2012,Jan,Kwabena,10689,products,0.6,48%,Ayikple,KY,loss ratio>40%,has irpm,no action
8922,2011,Oct,Emefa,45655,home,0.97,99%,Odeneho,VA,loss ratio>40%,has irpm,no action
8923,2012,May,Abbie,26112,products,1.73,49%,Dedu,NC,loss ratio>40%,has irpm,no action
8924,2011,Apr,Aseda,23711,products,0.63,87%,Odeneho,KY,loss ratio>40%,has irpm,no action
8925,2010,Dec,Bella,18316,auto,1.5,42%,Dedu,IL,loss ratio>40%,has irpm,no action
8926,2012,Nov,Janice,10843,products,1.95,72%,Ayikple,NC,loss ratio>40%,has irpm,add debit
8927,2010,Mar,Francis,1742,home,0.67,28%,Ayikple,TN,,has irpm,add credit
8928,2013,Oct,Priscilla,7031,contents,0.88,8%,Odeneho,MD,,has irpm,add credit
8929,2014,Dec,Franca,44420,products,1.76,93%,Ayikple,NC,loss ratio>40%,has irpm,add debit
8930,2014,Mar,Alex,35170,home,1.87,97%,Ayikple,NY,loss ratio>40%,has irpm,add debit
8931,2014,Jan,Ama,37946,auto,0.68,100%,Odeneho,KY,loss ratio>40%,has irpm,no action
8932,2014,Aug,Adjoa,32241,products,0.79,0%,Ayikple,SC,,has irpm,add credit
8933,2013,Apr,Ben,9370,products,1.63,50%,Ayikple,SC,loss ratio>40%,has irpm,no action
8934,2012,Apr,Dan,31028,home,1.96,77%,Odeneho,WI,loss ratio>40%,has irpm,add debit
8935,2012,Nov,Mina,32986,products,1.39,19%,Dedu,IL,,has irpm,add credit
8936,2014,Sep,Abena,49676,products,0.7,90%,Odeneho,MN,loss ratio>40%,has irpm,no action
8937,2010,Dec,David,33015,building,1.89,77%,Ayikple,NC,loss ratio>40%,has irpm,add debit
8938,2010,Mar,Ekow,29653,building,1.29,5%,Ayikple,NC,,has irpm,add credit
8939,2014,Oct,Kwasi,37694,contents,1.13,47%,Odeneho,NC,loss ratio>40%,has irpm,no action
8940,2011,Jan,Kwabena,3579,auto,1.6,47%,Ayikple,GA,loss ratio>40%,has irpm,no action
8941,2015,Feb,Emefa,11521,products,1.62,65%,Odeneho,SC,loss ratio>40%,has irpm,no action
8942,2014,Mar,Abbie,25996,auto,0.61,51%,Odeneho,GA,loss ratio>40%,has irpm,no action
8943,2010,Jun,Aseda,46468,auto,1.84,72%,Odeneho,NJ,loss ratio>40%,has irpm,add debit
8944,2012,Jul,Bella,28212,auto,0.73,13%,Ayikple,MN,,has irpm,add credit
8945,2015,Apr,Janice,39790,contents,1.73,42%,Ayikple,VA,loss ratio>40%,has irpm,no action
